,k,Brier score,precision,recall,F1,profit,modified Brier score
0,5.0,243.13599999999906,0.5025432694181504,0.6940666309887322,0.5821952697962038,-0.1202131099514789,52.69745547742216
1,6.0,234.5333333333342,0.5064890251522274,0.703458193919065,0.5884755656433337,-0.10413354389819666,45.37438298061501
2,7.0,229.62448979591804,0.5115449928840163,0.6909684328974157,0.5872494546613041,-0.08307598645060901,40.87511496054289
3,8.0,225.003125,0.5139249161512361,0.7315710951607518,0.6030203735526938,-0.08669611828252341,37.52488826265652
4,9.0,223.04938271605005,0.5072957344888037,0.7166045715958181,0.5933120641571743,-0.06643999816900145,34.97486705524974
5,10.0,220.51400000000004,0.5160292429337505,0.7273136194940589,0.6030532552211596,-0.07535575391376026,32.5650509150407
6,11.0,219.40991735537165,0.5076117992722291,0.7440994001426253,0.6026885145130996,-0.08220961274375206,30.757686504769048
7,12.0,218.1555555555561,0.5055779035280878,0.7401380492264519,0.599859999282863,-0.0943861118740275,29.38931820536027
8,13.0,216.89112426035422,0.5135373478100169,0.7473559662122928,0.6077997355202811,-0.09981467545546119,28.041987437100595
9,14.0,215.62959183673402,0.5073645993995013,0.762417405189551,0.6084613394778549,-0.09899178797033811,26.79693614533871
10,15.0,214.60533333333365,0.509125229728204,0.7651683287517806,0.6105261070961261,-0.10209484573835052,25.91659057335845
11,16.0,213.3515625,0.5089438613156535,0.7649935613693921,0.6103561898072346,-0.10089125698068305,25.04243372862533
12,17.0,212.6581314878892,0.5083991717124979,0.7706903935358153,0.6118651745962375,-0.09376530257255353,24.430210819785295
13,18.0,211.89382716049482,0.5063359243833696,0.7759595192809092,0.6119661297938406,-0.07769976197015489,23.963064520545636
14,19.0,211.64819944598398,0.5068715845367542,0.7667868100487883,0.6095718856508884,-0.08108000549299658,23.52779982049213
15,20.0,211.15600000000026,0.5004974500206179,0.7732783469377564,0.6069590210591425,-0.07979911196557743,23.00361123280704
16,21.0,210.92426303854822,0.5013063870881096,0.7675290676631562,0.6056684219008622,-0.09071975647715841,22.51485699067187
17,22.0,210.36239669421548,0.5071009566276938,0.7776094650166037,0.6130621718619145,-0.09012992767554713,22.123273144597245
18,23.0,210.2638941398863,0.49918186826044614,0.7700813467719099,0.605010266637518,-0.09770574933626318,21.867833465277435
19,24.0,209.83437500000045,0.5033843705011386,0.7781525394754025,0.6106088648500008,-0.06519492813329694,21.450257449251314
20,25.0,209.28576000000004,0.5026033862804832,0.7783178862020617,0.6100785335624117,-0.07242550581342148,21.150585499460725
21,26.0,209.00562130177423,0.5040009288600646,0.7883585610962951,0.6142576029183948,-0.08380819371967434,20.924056111666417
22,27.0,208.8096021947872,0.5060350668833469,0.7946972957146389,0.617561376269752,-0.08367834843907376,20.722967392369082
23,28.0,208.8665816326527,0.5026095430568096,0.7941584172549232,0.6146820805824137,-0.0884065549757395,20.515004413824165
24,29.0,208.38953626634984,0.5042485230278023,0.8039197180071923,0.6189644794196125,-0.08237102444383446,20.251612071157055
25,30.0,207.99044444444456,0.503312963512535,0.8071280469195704,0.6191879659366432,-0.0815621807195828,20.105965113845585
26,31.0,207.74110301768937,0.5005381601838843,0.8015599043863098,0.6153864244609981,-0.10585951661631451,20.00316804352862
27,32.0,207.3935546875,0.5001940877888658,0.8078276080051401,0.6170077174202718,-0.11114564680032998,19.758952724507886
28,33.0,207.32011019283763,0.5026286714001158,0.8136023234240592,0.6207193960243883,-0.11296576947725015,19.507681355012462
29,34.0,207.25173010380604,0.5016971511931734,0.8134699733886374,0.6200386015770551,-0.10716248283438645,19.297793361615817
30,35.0,206.8651428571436,0.5007904734267952,0.8147491423743306,0.6196549510542763,-0.09610032042479202,19.09349539261116
31,36.0,206.84228395061768,0.5014588239073066,0.8186467872685659,0.6212753770037734,-0.09472674173761811,19.00189730849979
32,37.0,206.89145361577812,0.5018580069406413,0.819526707278863,0.6218708369645735,-0.08762720864231457,18.84076192733567
33,38.0,206.42728531856014,0.5027577021473195,0.83184193099939,0.6259582248445054,-0.10644857639842549,18.61230820026357
34,39.0,206.3021696252459,0.49998489576796407,0.8274486424560882,0.622679490704618,-0.09320066831456572,18.509035300859892
35,40.0,206.0169999999999,0.5018179092882767,0.831012513403673,0.6250430095976705,-0.09601958253227164,18.416071802608506
36,41.0,205.93741820345008,0.501538855460127,0.8346394927153344,0.6258346098292182,-0.09768322805090207,18.337672020458893
37,42.0,205.6821995464852,0.5014135943407638,0.8374217648060276,0.626528905481371,-0.08518444566511059,18.144929027951772
38,43.0,205.60010816657646,0.5043710036032517,0.8363800563093425,0.6284358080607547,-0.0966609539503803,18.063945630720433
39,44.0,205.49421487603337,0.5035579250478244,0.8396623553617711,0.6288261916801592,-0.10777330403735275,17.99344543282265
40,45.0,205.2100740740745,0.5018380571390055,0.8412463649495459,0.6277911042671067,-0.09268656962373008,17.885413317720484
41,46.0,205.2911153119092,0.5012542115584717,0.8364077771529541,0.6261256271078287,-0.09270232536848891,17.812186373502396
42,47.0,205.0717971933002,0.4991820331838053,0.8438023934882194,0.6265184303595228,-0.0808492813329675,17.681382951688384
43,48.0,204.9274305555561,0.4989876842826784,0.8450911765829325,0.6266056991509779,-0.0840221093106293,17.66237231570785
44,49.0,204.71170345689353,0.5038825095186169,0.8503756535336867,0.6319295554050599,-0.08325106655680709,17.584466935202723
45,50.0,204.67031999999944,0.5013374937243749,0.851981593650321,0.6304840425681153,-0.0723268699075348,17.524033702849685
46,51.0,204.5652441368708,0.5012406692525985,0.851395460036453,0.6301960688244362,-0.08424470383594271,17.4751136139823
47,52.0,204.41198224852045,0.5019597255744319,0.8541259748790715,0.6315165654400468,-0.07203563123684001,17.399426726275717
48,53.0,204.37963688145254,0.50389077857577,0.8566561501438132,0.6337584090240814,-0.06962203607067684,17.386025345061768
49,54.0,204.21392318244142,0.504360053073561,0.8586641950304088,0.634614796832029,-0.08176785681589335,17.325082803375523
50,55.0,204.14499173553705,0.5027802431193689,0.8612819648413993,0.6340699526405702,-0.0729240684793557,17.20527361846171
51,56.0,203.99661989795874,0.5012839213379887,0.8597973056934712,0.6325421784729351,-0.06254632426988951,17.205815294776308
52,57.0,203.9466912896277,0.5018968687986831,0.8614302403987777,0.6334206677868109,-0.06612607342305257,17.119733242813222
53,58.0,203.86623067776432,0.503053155214985,0.8623269386736121,0.6346899292331578,-0.07840828526961482,17.05175245670143
54,59.0,203.73289284688346,0.5032760427983172,0.8669262760596131,0.636121944086597,-0.07440540144648926,16.969766620910082
55,60.0,203.6732777777786,0.5051366768768012,0.8715596820909927,0.6387544761169923,-0.07007828435411555,16.936503248328293
56,61.0,203.70529427573229,0.5050579006335097,0.8714748072947988,0.6387217820516546,-0.0729306783850594,16.86171288304073
57,62.0,203.66524453694043,0.5045411940225264,0.8742437935322325,0.6389673724696328,-0.07044528975556198,16.867788397115035
58,63.0,203.57596371882045,0.5006062482525925,0.8664712428761087,0.6337241695081328,-0.07014405383136521,16.83365946817078
59,64.0,203.441796875,0.5009243506252853,0.8708682966075759,0.6351276698466599,-0.07790913668406128,16.790650184881052
60,65.0,203.3239289940823,0.5027014821396407,0.8749861347181692,0.6376167029948905,-0.06302682413256447,16.796759541795304
61,66.0,203.28576675849405,0.5036411911131495,0.8769776333732887,0.6388913209274822,-0.07709952394030964,16.793549763295857
62,67.0,203.14421920249512,0.5012553696197313,0.8745680848460251,0.6362576759842861,-0.07236041380573124,16.726060630223408
63,68.0,203.1914792387539,0.5031858274338505,0.8777177903749944,0.6386658000779672,-0.061587704842992176,16.70649851663629
64,69.0,203.14912833438325,0.5011121859557595,0.8777959061551538,0.6369900863472872,-0.05852181635081971,16.674187515117204
65,70.0,203.23155102040846,0.5024465182526983,0.8764652532916888,0.6377379483701103,-0.06866339833379143,16.643253142604458
66,71.0,203.25621900416627,0.5009835924587155,0.87568024477231,0.6363402131537697,-0.0753723793829538,16.627010071721777
67,72.0,203.12075617283986,0.5008512591361406,0.8769541126042594,0.6366577841512207,-0.06652327199487366,16.593886821473372
68,73.0,203.15575154813334,0.5024134574423716,0.8803621803909547,0.6388788617624661,-0.073106802160579,16.554748551530245
69,74.0,203.23995617238893,0.5011743861388164,0.8777163508717767,0.6370426609507563,-0.07476385608349395,16.56875142551189
70,75.0,203.27843555555594,0.502241617597601,0.8770604136751956,0.6377564227005814,-0.07859569715279724,16.54044068930103
71,76.0,203.22673130193988,0.5030597687773876,0.8802998722796336,0.6392454881222942,-0.0745133662913123,16.497588169884274
72,77.0,203.2113678529269,0.5024687453451678,0.8845183603377003,0.639855783593546,-0.07590661906069802,16.483418296417497
73,78.0,203.12363576594294,0.5014505127230524,0.8819480284348391,0.6382531312256559,-0.07949377460404691,16.414811690954075
74,79.0,203.0790257971484,0.4997903105602619,0.881426755701287,0.636770198712233,-0.08147813787421086,16.383327327993243
75,80.0,203.01550000000012,0.49924767590635366,0.8865564043954489,0.6376663216029856,-0.069125386798499,16.346847222225446
76,81.0,203.05983843926253,0.5001617334023376,0.8852841737500124,0.6380897874631998,-0.078291751350362,16.35677065430738
77,82.0,203.18563355145722,0.4979746177752541,0.881211142841693,0.6352634925679634,-0.06091120571271669,16.342519842932425
78,83.0,203.17950355639437,0.4975201719998853,0.882727658127712,0.6351976203543601,-0.07229275839970736,16.321610912333576
79,84.0,203.1184523809522,0.49692372713185423,0.8845462534902337,0.6351721023400418,-0.06881543531996748,16.301000735428264
80,85.0,203.06981314878874,0.49774525208895143,0.8880846696832456,0.6366791709824033,-0.06894138972809712,16.254538260183015
81,86.0,203.11717144402309,0.49811836260868125,0.889960847801855,0.6375705094537623,-0.06622437974915359,16.25355430206258
82,87.0,203.05562161448051,0.4996180037371916,0.8906217054508087,0.6389580591403884,-0.07160835850956737,16.224543338663725
83,88.0,203.06226756198348,0.4980552805174798,0.8893425850077692,0.6373165344309346,-0.08546522017760731,16.202276476842464
84,89.0,203.06405756848923,0.4989423809759977,0.8912501660369859,0.6385596007737794,-0.07767975830815754,16.18803993897887
85,90.0,203.04703703703763,0.49882128515522217,0.8904747914597871,0.6383163341153214,-0.07924649821477664,16.1511646577775
86,91.0,203.05504166163527,0.4975245884551562,0.8899236188973723,0.6371163567807778,-0.07886316030394623,16.11838444983522
87,92.0,203.01422495274159,0.4981231437185637,0.8899167290997688,0.6376047725222846,-0.08031619518447354,16.137743689526765
88,93.0,202.88444906925642,0.49797151015877184,0.8932112128787573,0.6383142991483458,-0.08551688180902725,16.14149824007088
89,94.0,202.90346310547798,0.49906415455931546,0.891852792597103,0.6387914137904922,-0.08510883456925791,16.106235834173276
90,95.0,202.97404986149562,0.49850769518446214,0.8912640360068501,0.6381704947721893,-0.08061007964844863,16.12229984977802
91,96.0,203.034874131945,0.49831394271738727,0.8932191441482772,0.6385427297677448,-0.08061163599743704,16.125777301121268
92,97.0,202.98539696035684,0.49937771395750613,0.8997284792230594,0.6411545551128308,-0.08822610088803486,16.112118543006453
93,98.0,202.96672219908385,0.4977132356275334,0.8971943702675421,0.6390886150810813,-0.08539432390368988,16.10085470726402
94,99.0,202.9376390164271,0.4974941779679184,0.8944491898226549,0.6382001554269865,-0.08889112881076663,16.068559975087716
95,100.0,202.99547999999987,0.4969209774438571,0.8952606336404028,0.637909823146407,-0.08420317678293551,16.03832977040551
96,101.0,202.99758847171864,0.4963360070318365,0.8927016901469831,0.6367808569764445,-0.08222171564588517,16.019252612305728
97,102.0,203.03093041138067,0.49814937719947683,0.8954448593623059,0.6389668594255536,-0.09023728829076301,16.004725568447608
98,103.0,203.09375058912264,0.49743251461666704,0.8927389657777987,0.6376426929426536,-0.0837184747779917,15.986417341891343
99,104.0,203.07058062130176,0.49726983389215496,0.8941150579175072,0.6378429996871955,-0.08621206628215727,15.973465589625471
100,105.0,203.0603900226761,0.4982397334470436,0.8938152607675665,0.6386260019503404,-0.07891428179071722,15.964372688754299
101,106.0,203.12055891776424,0.49732103305721626,0.8946253416884993,0.638059619878654,-0.080173358967317,15.97342165654129
102,107.0,203.12097126386556,0.4995271866847169,0.8972318245849621,0.6405643927343472,-0.086788244987641,15.975714440449076
103,108.0,203.1091220850479,0.4975174167068099,0.8945960745188944,0.6382244655610376,-0.09368031676279447,15.957413479564433
104,109.0,203.19937715680507,0.498378046956783,0.8976979372950229,0.6398186299644817,-0.0856810308523303,15.974466953573838
105,110.0,203.16509090909074,0.49694681499201676,0.8963949154858,0.6382735911633133,-0.0869860752540514,15.96302432183833
106,111.0,203.15066958850693,0.497711003696112,0.8988673123038999,0.6395674307964304,-0.07255556165888523,15.965170836019562
107,112.0,203.15660076530588,0.4986008225002533,0.8983346505756187,0.6401506610952548,-0.06952782202691601,15.961636969519201
108,113.0,203.15871250685248,0.49740774246086283,0.9001255963730695,0.6397111606747482,-0.0753886844273555,15.944585601639682
109,114.0,203.11983687288418,0.49810520903925887,0.9014288611844673,0.6406142868161527,-0.07952657694772536,15.944638375093366
110,115.0,203.18564839319447,0.4971097156977698,0.9005815636498842,0.6396456853785221,-0.07688952668680805,15.959563794349549
111,116.0,203.1809750297263,0.4956014905483176,0.8954025605989571,0.6370576457008272,-0.07614087704843024,15.973584432402172
112,117.0,203.2205274307833,0.4952502886998296,0.89412670690369,0.636412499335731,-0.079400512679667,15.955107067526077
113,118.0,203.30175237000873,0.49457866080332835,0.8973119144087984,0.6366690152280897,-0.08574638835484796,15.962505888253196
114,119.0,203.28873667113913,0.4940895721252603,0.8947561728617182,0.6355935465879877,-0.0862395953492634,15.994666872400748
115,120.0,203.3707361111117,0.4944621775822692,0.893895768312235,0.6357735730591632,-0.09428195550672937,16.0074368159378
116,121.0,203.37105388976153,0.4944555910519828,0.8961034797687993,0.6362627529658662,-0.08796298635905928,16.004078352966243
117,122.0,203.3529158828275,0.4951883430637921,0.8985722647567507,0.6375184894910311,-0.08995157008147978,16.007965412307467
118,123.0,203.34458325071023,0.495727618413169,0.9006524334379342,0.6385012334110618,-0.08581076627300233,16.005515588982103
119,124.0,203.23322060353786,0.4953179560074587,0.8987017218281433,0.637663896532995,-0.08608276114620568,15.996596090982905
120,125.0,203.3027967999997,0.49461418718225414,0.9008281759058321,0.6375933548322043,-0.0857798223931158,15.985063156336883
121,126.0,203.2360418241371,0.49414261615588256,0.8988974021908046,0.6366296611651645,-0.07287485123134703,15.981819591801292
122,127.0,203.19991319982677,0.49499964478838543,0.9000103125219138,0.6377267198114701,-0.07398393298544387,15.978154576124032
123,128.0,203.27012939453124,0.49565459890648383,0.9047921741277343,0.6393975740298281,-0.0817574842076356,15.987255417605727
124,129.0,203.30352743224557,0.4960969041422751,0.9045742304299985,0.6397900108924754,-0.08389478165339223,15.98692909806681
